#RANBOW BLOCK1	1	1	1	0	
2	0	1	1	0	
3	1	1	0	0	
4	1	0	1	1	
5	1	0	0	0	
6	1	0	0	0	
7	1	0	0	0	
8	1	0	1	0	
9	1	0	1	0	
10	1	0	0	0	
11	1	0	0	0	
12	0	0	0	0	
13	1	0	0	0	
14	1	0	0	0	
15	0	0	1	1	
16	0	1	0	1	
17	1	0	1	0	
18	1	0	0	0	
19	0	0	0	1	
20	0	1	1	0	
21	0	1	1	1	
22	0	0	0	0	
23	1	0	0	0	
24	1	1	1	0	
25	1	1	1	0	
26	1	1	1	0	
27	1	0	1	0	
28	0	1	1	0	
29	0	1	0	0	
30	0	1	0	0	
31	0	0	0	0	
32	0	0	0	0	
33	1	0	0	0	
34	0	0	0	0	
35	0	1	0	0	
36	0	0	0	0	
37	0	1	0	1	
38	0	1	0	1	
39	1	0	1	0	
40	1	0	1	1	
41	0	0	1	1	
42	0	1	0	1	
43	0	1	0	1	
44	1	0	0	0	
45	1	1	1	1	
46	1	1	1	1	
47	0	1	1	0	
48	1	0	0	0	
49	1	0	1	0	
50	1	0	1	0	
51	1	0	1	0	
52	1	0	1	0	
53	1	1	1	0	
54	1	0	0	0	
55	0	1	1	0	
56	0	0	0	0	
57	0	0	0	0	
58	1	0	0	0	
59	1	1	1	1	
60	1	1	0	1	
61	0	0	0	0	
62	0	1	0	1	
63	0	1	0	1	
64	0	1	0	1	
65	0	0	0	0	
66	1	0	0	0	
67	0	0	1	1	
68	1	1	0	0	
69	1	0	0	1	
70	1	1	0	1	
71	1	0	0	1	
72	1	0	0	1	
73	0	0	0	1	
74	0	0	0	1	
75	0	1	0	0	
76	0	0	1	0	
77	0	0	1	0	
78	1	0	1	0	
79	0	0	1	0	
80	0	0	1	0	
81	0	1	0	0	
82	1	0	0	0	
83	1	1	1	1	
84	1	0	1	0	
85	0	1	0	1	
86	0	0	1	0	
87	1	1	0	1	
88	0	1	0	0	
89	0	0	0	1	
90	0	0	0	1	
91	0	0	0	1	
92	1	0	0	0	
93	1	0	0	0	
94	0	1	1	0	
95	0	0	0	0	
96	0	0	0	1	
97	0	0	0	0	
98	0	0	0	0	
99	0	1	1	0	
100	0	0	1	0	
101	0	0	1	1	
102	0	0	1	0	
103	0	1	0	0	
104	0	1	0	0	
105	1	1	0	0	
106	1	0	0	0	
107	0	0	0	1	
108	1	0	0	1	
109	0	0	0	1	
110	0	1	1	1	
111	0	0	0	1	
112	1	0	0	1	
113	0	1	0	1	
114	0	1	0	1	
115	0	0	1	0	
116	0	0	1	0	
117	1	0	0	0	
118	1	0	0	0	
119	0	0	0	0	
120	1	0	1	0	
121	1	0	1	1	
122	0	0	1	0	
123	1	1	0	0	
124	0	1	0	0	
125	0	0	0	0	
126	0	0	0	1	
127	0	1	0	0	
128	0	1	1	0	
129	0	0	0	1	
130	1	0	0	1	
131	1	0	0	0	
132	0	0	0	0	
133	0	1	1	1	
134	1	1	0	0	
135	1	0	0	0	
136	0	1	1	0	
137	0	1	0	1	
138	0	0	0	0	
139	0	1	0	1	
140	1	1	0	1	
141	0	1	0	1	
142	0	0	0	0	
143	0	0	1	0	
144	0	1	1	1	
145	0	0	1	1	
146	1	0	1	1	
147	0	1	0	0	
148	0	1	0	1	
149	0	0	0	0	
150	0	1	1	1	
151	0	1	1	1	
152	1	1	0	1	
153	1	0	0	0	
154	1	0	0	0	
155	1	0	1	0	
156	1	0	0	0	
157	0	0	1	0	
158	1	1	1	1	
159	1	0	0	0	
160	1	1	1	0	
161	0	0	1	1	
162	0	1	0	0	
163	1	1	0	0	
